PFUZ77,C12TFF,24412651
C12TFF,SY7G6T,810628271
SUVLEX,FUJBQQ,62814330
FUJBQQ,US1UE9,528473483
SUVLEX,US1UE9,177498172
US1UE9,US1UE9,683154050
SY7G6T,YGCYGY,600724829
T8L226,T8L226,413634900
PFUZ77,C12TFF,316959496
PFUZ77,T8L226,697035916
YGCYGY,FUJBQQ,454642835
YGCYGY,VUI3Y2,100469837
SY7G6T,SUVLEX,439805080
VUI3Y2,SUVLEX,876262692
V2KEV2,FUJBQQ,899953706
PFUZ77,US1UE9,587427630
V2KEV2,SUVLEX,882594629
YGCYGY,SUVLEX,548418377
T8L226,SUVLEX,691490476
SY7G6T,C12TFF,426749044
PFUZ77,YGCYGY,330583193
T8L226,PFUZ77,887177109
T8L226,SY7G6T,583304663
FUJBQQ,YGCYGY,16635696
SUVLEX,YGCYGY,718783230
T8L226,US1UE9,842428855
YGCYGY,VUI3Y2,193773594
US1UE9,US1UE9,145234243
PFUZ77,T8L226,524354644
C12TFF,SY7G6T,916161319
YGCYGY,SY7G6T,738125073
SY7G6T,T8L226,936146680
C12TFF,US1UE9,650073297
US1UE9,YGCYGY,227413906
PFUZ77,VUI3Y2,22412347
SY7G6T,FUJBQQ,200523472
US1UE9,US1UE9,494520194
VUI3Y2,SUVLEX,990893915
SUVLEX,VUI3Y2,880726517
SUVLEX,YGCYGY,836002409
VUI3Y2,V2KEV2,390969853
VUI3Y2,US1UE9,972649914
SUVLEX,SUVLEX,133435202
YGCYGY,PFUZ77,712474638
V2KEV2,V2KEV2,17689912
SY7G6T,C12TFF,230850939
YGCYGY,T8L226,680419980
C12TFF,T8L226,467311825
SY7G6T,T8L226,276662063
YGCYGY,T8L226,342130079
VUI3Y2,SY7G6T,298792387
SY7G6T,V2KEV2,707861064
T8L226,SUVLEX,267766085
SUVLEX,T8L226,459987584
FUJBQQ,PFUZ77,240914345
V2KEV2,US1UE9,696221978
VUI3Y2,FUJBQQ,708455671
US1UE9,SUVLEX,925793962
SY7G6T,US1UE9,871882187
YGCYGY,PFUZ77,920177385
SUVLEX,SUVLEX,533975806
T8L226,C12TFF,377839668
C12TFF,SUVLEX,768536085
PFUZ77,C12TFF,21484336
T8L226,SUVLEX,322758424
VUI3Y2,FUJBQQ,363841463
YGCYGY,VUI3Y2,591458348
T8L226,SUVLEX,841661407
V2KEV2,C12TFF,169714038
US1UE9,YGCYGY,145874026
SY7G6T,T8L226,601494511
SUVLEX,V2KEV2,655279043
FUJBQQ,V2KEV2,689867447
YGCYGY,SY7G6T,640421841
SY7G6T,SUVLEX,294286550
US1UE9,C12TFF,916426505
YGCYGY,SY7G6T,668452910
T8L226,VUI3Y2,582501450
SUVLEX,PFUZ77,474184446
PFUZ77,SY7G6T,858855723
C12TFF,V2KEV2,309274965
YGCYGY,FUJBQQ,310846945
VUI3Y2,V2KEV2,686814977
SY7G6T,C12TFF,235373797
YGCYGY,SUVLEX,93809238
SUVLEX,US1UE9,737317257
YGCYGY,FUJBQQ,228350015
SUVLEX,YGCYGY,800129276
PFUZ77,YGCYGY,898328018
FUJBQQ,T8L226,806048928
VUI3Y2,FUJBQQ,692099493
US1UE9,PFUZ77,632350480
VUI3Y2,PFUZ77,645141785
T8L226,YGCYGY,592899565
US1UE9,T8L226,606890786
C12TFF,T8L226,686206074
FUJBQQ,US1UE9,285012906
V2KEV2,VUI3Y2,550742906
T8L226,FUJBQQ,808902948
YGCYGY,YGCYGY,730346167
T8L226,SUVLEX,771246601
SY7G6T,SUVLEX,238996478
SY7G6T,C12TFF,328583500
V2KEV2,SY7G6T,126838409
VUI3Y2,YGCYGY,617992057
SY7G6T,SUVLEX,214919492
US1UE9,V2KEV2,387714214
V2KEV2,US1UE9,538275732
SUVLEX,C12TFF,730821200
US1UE9,SY7G6T,140486933
SY7G6T,V2KEV2,518481402
T8L226,VUI3Y2,729219451
SUVLEX,V2KEV2,570891559
PFUZ77,US1UE9,355825045
US1UE9,C12TFF,245743869
SUVLEX,FUJBQQ,416505814
SUVLEX,SY7G6T,966746019
SUVLEX,US1UE9,181410545
C12TFF,T8L226,258076834
YGCYGY,VUI3Y2,365032929
FUJBQQ,US1UE9,501448138
YGCYGY,US1UE9,582917870
C12TFF,VUI3Y2,804207370
T8L226,PFUZ77,468695578
US1UE9,VUI3Y2,242108354
FUJBQQ,V2KEV2,351252517
YGCYGY,SUVLEX,255602423
SY7G6T,SUVLEX,732121475
C12TFF,V2KEV2,640953856
T8L226,PFUZ77,180884535
YGCYGY,SUVLEX,616165496
US1UE9,SY7G6T,9228150
VUI3Y2,FUJBQQ,35329682
SY7G6T,V2KEV2,349888714
SY7G6T,YGCYGY,285638324
C12TFF,C12TFF,909607867
YGCYGY,VUI3Y2,333815181
US1UE9,PFUZ77,601498161
SUVLEX,YGCYGY,181105018
US1UE9,US1UE9,793931455
US1UE9,YGCYGY,112588044
SUVLEX,US1UE9,983868825
SUVLEX,FUJBQQ,662708828
SUVLEX,VUI3Y2,223138451
SUVLEX,US1UE9,170305763
FUJBQQ,C12TFF,61984521
YGCYGY,V2KEV2,262647314
T8L226,YGCYGY,797012958
V2KEV2,PFUZ77,584188019
C12TFF,US1UE9,612402775
C12TFF,T8L226,461402918
T8L226,SUVLEX,904062225
SY7G6T,T8L226,110323211
VUI3Y2,V2KEV2,636388442
YGCYGY,US1UE9,274197789
SY7G6T,C12TFF,857944412
T8L226,FUJBQQ,275469864
T8L226,VUI3Y2,41365659
YGCYGY,YGCYGY,964627208
C12TFF,V2KEV2,456591270
FUJBQQ,SY7G6T,211159137
VUI3Y2,YGCYGY,15791827
SUVLEX,FUJBQQ,132085547
PFUZ77,VUI3Y2,67824593
FUJBQQ,US1UE9,288899347
PFUZ77,VUI3Y2,340237305
T8L226,SY7G6T,625102543
US1UE9,SUVLEX,281596949
C12TFF,T8L226,82935010
SUVLEX,C12TFF,644911490
YGCYGY,PFUZ77,539201485
C12TFF,US1UE9,766558274
V2KEV2,V2KEV2,134744202
PFUZ77,YGCYGY,605706358
SY7G6T,VUI3Y2,243865137
V2KEV2,FUJBQQ,618379737
YGCYGY,C12TFF,785624421
T8L226,SY7G6T,371949130
SUVLEX,T8L226,290895543
VUI3Y2,T8L226,123549812
PFUZ77,V2KEV2,682319102
FUJBQQ,SUVLEX,229674239
US1UE9,SY7G6T,408594007
PFUZ77,C12TFF,422146745
C12TFF,PFUZ77,938429574
C12TFF,VUI3Y2,373377995
YGCYGY,SY7G6T,692238203
V2KEV2,VUI3Y2,887157978
FUJBQQ,PFUZ77,884775839
SUVLEX,VUI3Y2,829779077
VUI3Y2,V2KEV2,818733299
YGCYGY,PFUZ77,330604931
YGCYGY,C12TFF,287017430
US1UE9,SY7G6T,582368888
SUVLEX,FUJBQQ,558124546
C12TFF,FUJBQQ,520969181
PFUZ77,SUVLEX,609507213
FUJBQQ,VUI3Y2,160339630
YGCYGY,V2KEV2,102393831
C12TFF,V2KEV2,362505238
PFUZ77,T8L226,37023428
V2KEV2,VUI3Y2,94478809
C12TFF,VUI3Y2,717615648
SUVLEX,YGCYGY,708505844
YGCYGY,PFUZ77,551689683
V2KEV2,PFUZ77,791191977
V2KEV2,C12TFF,506879213
PFUZ77,T8L226,871829907
SY7G6T,YGCYGY,635380115
C12TFF,US1UE9,725451756
SUVLEX,FUJBQQ,718264702
SUVLEX,VUI3Y2,911877525
T8L226,V2KEV2,607845742
SUVLEX,SUVLEX,802321115
PFUZ77,YGCYGY,593456305
SUVLEX,SUVLEX,744506105
VUI3Y2,SUVLEX,467044599
SY7G6T,FUJBQQ,428669701
YGCYGY,SY7G6T,613224586
FUJBQQ,VUI3Y2,402277985
YGCYGY,V2KEV2,205208404
C12TFF,US1UE9,342826179
SUVLEX,US1UE9,111506463
PFUZ77,US1UE9,142780221
V2KEV2,V2KEV2,327989861
C12TFF,PFUZ77,706582744
US1UE9,YGCYGY,426466188
SUVLEX,US1UE9,243149388
PFUZ77,C12TFF,943440124
PFUZ77,YGCYGY,165751854
VUI3Y2,PFUZ77,876748583
V2KEV2,C12TFF,885223645
FUJBQQ,T8L226,628617353
C12TFF,YGCYGY,918342122
FUJBQQ,V2KEV2,614722872
T8L226,YGCYGY,520196344
US1UE9,US1UE9,504342071
PFUZ77,SUVLEX,29939138
SY7G6T,VUI3Y2,859663062
C12TFF,T8L226,745351585
V2KEV2,VUI3Y2,656742911
VUI3Y2,T8L226,168499188
V2KEV2,PFUZ77,727138356
