MYQOQW,OSZMED,286314146
MYQOQW,YQLOTT,210194961
HC9V9L,YQLOTT,857365595
EY120B,OT41NC,413280444
EY120B,JKSU30,125195337
MYQOQW,YBWAB8,124099401
YBWAB8,HC9V9L,950890921
JKSU30,YBWAB8,35383666
EY120B,MTF59B,726395827
J937FU,OSZMED,905543348
OT41NC,OSZMED,361531564
OT41NC,JKSU30,196163164
MTF59B,JKSU30,105595367
YBWAB8,J937FU,374866363
J937FU,YQLOTT,709348213
OSZMED,YBWAB8,163890417
JKSU30,J937FU,352374803
EY120B,YBWAB8,17544372
JKSU30,OSZMED,910029275
HC9V9L,OSZMED,913008725
YBWAB8,JKSU30,294996958
HC9V9L,YBWAB8,209923664
YBWAB8,EY120B,929839126
OSZMED,YQLOTT,93023452
OSZMED,OT41NC,779414870
MYQOQW,OT41NC,517227305
JKSU30,YQLOTT,701469594
MYQOQW,EY120B,924552510
MTF59B,J937FU,62541645
J937FU,MYQOQW,97689569
OSZMED,YBWAB8,385941229
J937FU,MTF59B,379091279
YQLOTT,YQLOTT,867146047
MTF59B,EY120B,572508105
YQLOTT,OSZMED,914205142
MYQOQW,MTF59B,953323924
YQLOTT,MYQOQW,938929746
MTF59B,JKSU30,103017038
OSZMED,OSZMED,329766937
EY120B,MYQOQW,580567080
JKSU30,OT41NC,534508081
J937FU,OT41NC,862722967
YQLOTT,JKSU30,863101050
YBWAB8,JKSU30,786316096
HC9V9L,EY120B,896601546
YQLOTT,J937FU,202134542
OT41NC,OSZMED,926405196
MTF59B,MYQOQW,282594606
J937FU,YBWAB8,418440746
HC9V9L,J937FU,970911718
MTF59B,OT41NC,898046475
YBWAB8,JKSU30,830281437
MYQOQW,MYQOQW,505192626
JKSU30,OSZMED,273079641
JKSU30,OSZMED,798514393
HC9V9L,HC9V9L,475951701
J937FU,J937FU,422823027
YQLOTT,YBWAB8,138318733
HC9V9L,YQLOTT,717901154
MTF59B,HC9V9L,20662975
YBWAB8,OSZMED,378341192
YBWAB8,J937FU,348116831
MYQOQW,YQLOTT,325343944
YQLOTT,EY120B,748807412
EY120B,MYQOQW,690198059
JKSU30,J937FU,392547431
HC9V9L,OSZMED,167287378
YBWAB8,J937FU,738676678
JKSU30,YBWAB8,754606249
JKSU30,J937FU,831569527
OSZMED,MYQOQW,905095514
MYQOQW,J937FU,31551130
EY120B,HC9V9L,262401001
J937FU,HC9V9L,504683008
YBWAB8,MTF59B,875542990
JKSU30,MTF59B,154950673
HC9V9L,EY120B,746536853
JKSU30,HC9V9L,436573418
J937FU,OSZMED,791632277
OT41NC,HC9V9L,232425253
HC9V9L,J937FU,258157109
MYQOQW,YQLOTT,690403929
J937FU,MTF59B,114085182
OSZMED,MTF59B,448085384
J937FU,EY120B,646131157
MTF59B,MYQOQW,555561270
YBWAB8,J937FU,279218640
MYQOQW,OSZMED,726782778
YBWAB8,OSZMED,706929116
JKSU30,OT41NC,31989726
OSZMED,YQLOTT,396891918
EY120B,MYQOQW,828450045
J937FU,JKSU30,587355870
EY120B,MYQOQW,512334676
JKSU30,YQLOTT,963325714
YBWAB8,OSZMED,469234727
JKSU30,HC9V9L,542913961
JKSU30,YQLOTT,233615881
MTF59B,HC9V9L,766416302
OSZMED,YBWAB8,427725864
YBWAB8,JKSU30,386211986
YBWAB8,OT41NC,757557515
OSZMED,MTF59B,513341197
YQLOTT,HC9V9L,45262405
YQLOTT,MYQOQW,228559873
J937FU,J937FU,157291086
MTF59B,OT41NC,23837277
MTF59B,YQLOTT,672104853
EY120B,J937FU,411983386
JKSU30,MYQOQW,563090426
J937FU,OSZMED,595145103
OT41NC,OT41NC,645766859
EY120B,MTF59B,807054372
YQLOTT,EY120B,807877204
MYQOQW,EY120B,52969426
JKSU30,OSZMED,96759767
OSZMED,MTF59B,383740370
EY120B,EY120B,292958591
EY120B,HC9V9L,150141238
MTF59B,MYQOQW,342867007
YBWAB8,OT41NC,30849294
JKSU30,OT41NC,765962909
OSZMED,MTF59B,709735767
HC9V9L,J937FU,324575774
MYQOQW,EY120B,286478343
J937FU,OT41NC,603741831
EY120B,EY120B,505228669
OSZMED,HC9V9L,999267201
EY120B,JKSU30,263387881
EY120B,JKSU30,760211476
YBWAB8,MYQOQW,4131534
HC9V9L,OT41NC,969222729
MYQOQW,MTF59B,790455384
OSZMED,OT41NC,530768819
MYQOQW,HC9V9L,328000734
YQLOTT,J937FU,36194455
OSZMED,MYQOQW,994556734
OT41NC,YQLOTT,629565940
JKSU30,J937FU,260484463
J937FU,JKSU30,534134254
MYQOQW,YQLOTT,630792888
MYQOQW,HC9V9L,900383259
HC9V9L,YQLOTT,733928617
JKSU30,MTF59B,265462536
J937FU,EY120B,776996315
JKSU30,J937FU,431650679
EY120B,JKSU30,658843433
OSZMED,YBWAB8,635407864
YBWAB8,YQLOTT,119498268
OSZMED,EY120B,455982590
YBWAB8,EY120B,591553786
OT41NC,J937FU,47756642
JKSU30,EY120B,926717193
JKSU30,OSZMED,835105551
JKSU30,JKSU30,733351994
YBWAB8,MYQOQW,81092908
EY120B,MYQOQW,396762344
MTF59B,J937FU,76270172
OSZMED,J937FU,788499053
OT41NC,OT41NC,803096316
MTF59B,MYQOQW,203003968
JKSU30,MYQOQW,775722339
EY120B,OSZMED,603181768
MTF59B,YQLOTT,639432268
YQLOTT,OSZMED,243408385
EY120B,JKSU30,33156200
J937FU,OT41NC,20070397
OSZMED,OT41NC,426397376
OSZMED,MTF59B,338690688
OSZMED,OSZMED,858334527
HC9V9L,EY120B,56285969
YQLOTT,MTF59B,45930739
MTF59B,HC9V9L,806593949
YQLOTT,J937FU,14350802
J937FU,YBWAB8,866860913
OSZMED,HC9V9L,835044576
YQLOTT,EY120B,331435289
OSZMED,YQLOTT,976415556
YBWAB8,JKSU30,73142599
OSZMED,JKSU30,66899365
MTF59B,MTF59B,689215309
OSZMED,JKSU30,498246068
OT41NC,MTF59B,192722506
OSZMED,YQLOTT,450807460
JKSU30,YQLOTT,955628060
OT41NC,EY120B,767585088
EY120B,EY120B,224965876
MYQOQW,OT41NC,177179596
OSZMED,JKSU30,381944795
OT41NC,MYQOQW,747876604
HC9V9L,MTF59B,907748715
J937FU,MYQOQW,494596514
YBWAB8,JKSU30,71474627
JKSU30,OT41NC,218909228
YBWAB8,OT41NC,194076827
MYQOQW,OSZMED,374062888
J937FU,JKSU30,729924730
MYQOQW,HC9V9L,722173006
YBWAB8,JKSU30,340626288
MYQOQW,MYQOQW,580856662
MTF59B,OT41NC,43191803
EY120B,OSZMED,218036654
MTF59B,J937FU,316193206
YBWAB8,J937FU,927916463
JKSU30,MYQOQW,122556283
EY120B,EY120B,301841223
OSZMED,JKSU30,893907598
MYQOQW,OSZMED,998660611
HC9V9L,EY120B,436396625
MYQOQW,OT41NC,700505048
OT41NC,MYQOQW,998570398
J937FU,HC9V9L,646188321
JKSU30,HC9V9L,771283457
YQLOTT,OSZMED,50742617
J937FU,YBWAB8,329359747
YQLOTT,YBWAB8,756932647
J937FU,EY120B,162298149
HC9V9L,MYQOQW,709644616
MTF59B,JKSU30,165836834
MTF59B,MTF59B,846188478
MTF59B,J937FU,130250377
OT41NC,EY120B,325222607
YQLOTT,OT41NC,484458759
OSZMED,MTF59B,179432372
J937FU,HC9V9L,560699170
YBWAB8,JKSU30,772100667
OSZMED,OT41NC,416178896
OSZMED,OSZMED,351265353
EY120B,JKSU30,188810230
HC9V9L,OSZMED,199174486
MTF59B,OSZMED,555843105
J937FU,JKSU30,914832643
YBWAB8,OSZMED,967963545
JKSU30,OT41NC,361552256
YBWAB8,YQLOTT,196264228
OT41NC,YQLOTT,46347350
JKSU30,J937FU,280230643
EY120B,YBWAB8,162133079
OT41NC,HC9V9L,185800152
MYQOQW,JKSU30,238475196
MTF59B,HC9V9L,300842473
YQLOTT,MTF59B,330873783
YQLOTT,MYQOQW,127510144
J937FU,EY120B,596766607
EY120B,J937FU,7225308
OT41NC,YBWAB8,806547123
OT41NC,J937FU,646949990
EY120B,OT41NC,558188772
OT41NC,JKSU30,346904694
YBWAB8,MTF59B,539245412
J937FU,OT41NC,411559152
YQLOTT,MYQOQW,156714285
JKSU30,YQLOTT,540702289
MYQOQW,MYQOQW,573326961
OT41NC,MTF59B,424583958
OSZMED,J937FU,589511681
MTF59B,EY120B,514082187
EY120B,JKSU30,547991979
EY120B,MTF59B,554148129
YQLOTT,YQLOTT,440775819
YBWAB8,OSZMED,101994123
YBWAB8,HC9V9L,234345891
EY120B,JKSU30,335834778
YBWAB8,OSZMED,146691443
J937FU,J937FU,821176855
MTF59B,OT41NC,492242910
JKSU30,MTF59B,404370747
YQLOTT,OT41NC,56908579
HC9V9L,EY120B,92440449
JKSU30,MYQOQW,271754151
JKSU30,EY120B,374354874
OSZMED,YQLOTT,674066150
MYQOQW,OSZMED,574785860
J937FU,YBWAB8,76083169
HC9V9L,MTF59B,698674123
YBWAB8,J937FU,621738014
OT41NC,YQLOTT,956922606
OT41NC,YBWAB8,232295225
OT41NC,MTF59B,70323352
JKSU30,JKSU30,775550386
YBWAB8,OT41NC,41681786
EY120B,MYQOQW,397280440
EY120B,OT41NC,318414748
YBWAB8,YBWAB8,865999864
MYQOQW,OT41NC,454929793
YBWAB8,HC9V9L,818173981
OSZMED,J937FU,957756572
OT41NC,OT41NC,816414992
YQLOTT,MYQOQW,255373453
J937FU,HC9V9L,465204335
OT41NC,EY120B,66022109
HC9V9L,EY120B,846383190
YQLOTT,OT41NC,307602812
YQLOTT,OT41NC,727947799
JKSU30,MYQOQW,863472142
YQLOTT,JKSU30,317638075
MTF59B,HC9V9L,573042846
EY120B,YBWAB8,486199743
YBWAB8,EY120B,682441840
EY120B,HC9V9L,257643986
YQLOTT,J937FU,919333832
J937FU,MYQOQW,620546913
MTF59B,YBWAB8,679722790
YBWAB8,OSZMED,230400286
JKSU30,OSZMED,994071185
JKSU30,OT41NC,717640309
YBWAB8,J937FU,364213514
MYQOQW,MTF59B,812986257
MTF59B,MYQOQW,761636018
J937FU,HC9V9L,316033394
YQLOTT,YQLOTT,656433864
J937FU,HC9V9L,465821448
OSZMED,JKSU30,736267177
HC9V9L,EY120B,953705276
YQLOTT,YQLOTT,740471163
JKSU30,YBWAB8,313939651
J937FU,MYQOQW,799256224
MTF59B,MYQOQW,591505103
YQLOTT,HC9V9L,416111576
MYQOQW,EY120B,266068828
YBWAB8,YBWAB8,391071502
YQLOTT,HC9V9L,955117745
J937FU,HC9V9L,480918945
J937FU,YQLOTT,771508841
OT41NC,JKSU30,802771277
MYQOQW,YBWAB8,528343515
OSZMED,MYQOQW,566009180
YQLOTT,OSZMED,232563543
OSZMED,YQLOTT,505289779
J937FU,YBWAB8,495343760
OT41NC,EY120B,156441113
HC9V9L,JKSU30,540865940
HC9V9L,YBWAB8,64158792
MYQOQW,JKSU30,810557753
OSZMED,EY120B,874725445
HC9V9L,HC9V9L,208000445
HC9V9L,J937FU,764955410
JKSU30,EY120B,539777352
EY120B,YBWAB8,868122938
J937FU,JKSU30,4027123
J937FU,YBWAB8,305449697
J937FU,YQLOTT,725453174
YQLOTT,OSZMED,611326509
OSZMED,OT41NC,920051776
MYQOQW,J937FU,13077230
EY120B,J937FU,835382819
HC9V9L,YBWAB8,746079077
OSZMED,HC9V9L,398275517
EY120B,MTF59B,225780598
YBWAB8,HC9V9L,393140155
EY120B,YBWAB8,892220100
J937FU,J937FU,133452200
JKSU30,YQLOTT,611579803
EY120B,OT41NC,291509292
OSZMED,MTF59B,141188399
MTF59B,JKSU30,937784559
MYQOQW,YQLOTT,526788794
YBWAB8,J937FU,718862673
YBWAB8,OT41NC,508823076
YQLOTT,EY120B,143337126
JKSU30,JKSU30,659335051
EY120B,MTF59B,949765590
YBWAB8,J937FU,313317755
MTF59B,OSZMED,882029450
HC9V9L,JKSU30,179204294
J937FU,YQLOTT,480133404
EY120B,MYQOQW,752338948
YQLOTT,MYQOQW,739138125
EY120B,JKSU30,993788869
YBWAB8,OSZMED,256027709
MTF59B,JKSU30,871047714
MTF59B,OT41NC,265672780
J937FU,MTF59B,973272672
YBWAB8,JKSU30,312873349
YQLOTT,MYQOQW,547533039
MYQOQW,J937FU,870964030
J937FU,MYQOQW,568114099
J937FU,MTF59B,50398332
OSZMED,EY120B,457932189
EY120B,EY120B,96814538
HC9V9L,YQLOTT,327233889
MYQOQW,HC9V9L,758427719
EY120B,JKSU30,60680933
YQLOTT,MYQOQW,219647962
YQLOTT,MTF59B,61189196
MYQOQW,OSZMED,359748451
OSZMED,EY120B,515700019
OT41NC,HC9V9L,962422848
HC9V9L,MTF59B,817218362
OSZMED,MYQOQW,89083237
MTF59B,YBWAB8,949338810
J937FU,HC9V9L,600821890
OT41NC,YBWAB8,12842332
YQLOTT,EY120B,616726607
JKSU30,OT41NC,713055558
HC9V9L,OT41NC,584706508
YQLOTT,J937FU,121119272
YQLOTT,YQLOTT,260942836
HC9V9L,YQLOTT,973230836
OSZMED,JKSU30,457568600
YQLOTT,OSZMED,967036696
YBWAB8,OSZMED,65945380
HC9V9L,J937FU,139584212
EY120B,EY120B,660416587
YBWAB8,OSZMED,747227937
HC9V9L,OSZMED,141148269
MYQOQW,OSZMED,409865198
YQLOTT,YQLOTT,483386901
HC9V9L,EY120B,152397747
YBWAB8,J937FU,2812964
JKSU30,HC9V9L,938959401
HC9V9L,HC9V9L,193947861
J937FU,OSZMED,398035630
YBWAB8,J937FU,970278340
JKSU30,J937FU,258453750
YBWAB8,YBWAB8,97352235
JKSU30,OSZMED,282781361
OSZMED,YQLOTT,135017152
MYQOQW,OSZMED,194074379
HC9V9L,OSZMED,689297563
OSZMED,EY120B,222326570
EY120B,OSZMED,317034064
JKSU30,OT41NC,591727096
YQLOTT,YBWAB8,24991797
J937FU,YBWAB8,399185475
MYQOQW,EY120B,670935108
MTF59B,EY120B,622094571
OT41NC,HC9V9L,199263774
HC9V9L,MTF59B,252498353
YBWAB8,OSZMED,544823874
OT41NC,J937FU,823774502
OT41NC,YBWAB8,560643831
EY120B,MTF59B,335837213
YQLOTT,YQLOTT,547262359
YBWAB8,YQLOTT,313510061
MTF59B,MTF59B,293000885
YBWAB8,MYQOQW,675140703
J937FU,YBWAB8,43194396
OT41NC,OSZMED,364021953
JKSU30,MYQOQW,823783936
YBWAB8,J937FU,283486916
OT41NC,YBWAB8,602618536
YQLOTT,EY120B,385901888
J937FU,YBWAB8,563512846
OSZMED,YQLOTT,914127543
OT41NC,OT41NC,218855439
OSZMED,HC9V9L,784274278
J937FU,EY120B,169155486
J937FU,J937FU,728925489
EY120B,OT41NC,651557285
JKSU30,MYQOQW,744492945
J937FU,EY120B,668017600
YQLOTT,OT41NC,731665518
OT41NC,HC9V9L,841985858
EY120B,EY120B,134440314
OSZMED,EY120B,546006582
EY120B,YBWAB8,292950966
OT41NC,OT41NC,336343036
MTF59B,J937FU,443114027
JKSU30,JKSU30,323924069
OSZMED,MYQOQW,631641411
OSZMED,MYQOQW,951997515
YQLOTT,MYQOQW,443963679
OSZMED,EY120B,272084757
J937FU,J937FU,833088133
JKSU30,J937FU,27290218
EY120B,OT41NC,557863443
YQLOTT,YQLOTT,575727584
OSZMED,EY120B,473345675
OSZMED,J937FU,977064519
HC9V9L,OSZMED,547865995
MYQOQW,EY120B,122448771
EY120B,MYQOQW,46029870
YQLOTT,OT41NC,57040812
MYQOQW,YBWAB8,236767279
OSZMED,OT41NC,834355791
OSZMED,YBWAB8,23212342
MTF59B,OT41NC,44916209
EY120B,YQLOTT,897388431
MYQOQW,MYQOQW,800400560
EY120B,JKSU30,778740267
YQLOTT,YQLOTT,615764228
MYQOQW,HC9V9L,730589737
OT41NC,YBWAB8,197422217
YBWAB8,J937FU,849495436
OT41NC,HC9V9L,29005216
J937FU,MYQOQW,325777574
YBWAB8,EY120B,400152450
MTF59B,OT41NC,543898779
MTF59B,YQLOTT,720678113
HC9V9L,JKSU30,537128759
YQLOTT,YBWAB8,186055906
OT41NC,EY120B,590391271
J937FU,MTF59B,662241812
HC9V9L,JKSU30,430208211
JKSU30,YBWAB8,934057155
OT41NC,J937FU,297776924
YBWAB8,MTF59B,360855909
YQLOTT,EY120B,575198801
HC9V9L,OT41NC,468591212
YBWAB8,MYQOQW,286982494
HC9V9L,YBWAB8,664549712
YBWAB8,OT41NC,37944194
OT41NC,MTF59B,334494033
JKSU30,J937FU,10073858
MYQOQW,JKSU30,370590372
MYQOQW,HC9V9L,752904961
HC9V9L,MYQOQW,829174741
OT41NC,JKSU30,189846091
JKSU30,JKSU30,278682174
EY120B,OT41NC,666441746
HC9V9L,MTF59B,891345288
J937FU,OT41NC,484406116
OT41NC,JKSU30,174539605
J937FU,HC9V9L,99791099
YQLOTT,MYQOQW,889147917
OT41NC,OSZMED,441422622
J937FU,EY120B,686932315
EY120B,EY120B,868125255
OT41NC,MYQOQW,637044042
HC9V9L,MYQOQW,83799341
HC9V9L,J937FU,201526775
EY120B,MTF59B,695041095
YBWAB8,YBWAB8,207687356
YQLOTT,HC9V9L,5261674
MYQOQW,OSZMED,21338765
HC9V9L,YQLOTT,916309139
OSZMED,J937FU,289433421
HC9V9L,MTF59B,130898188
JKSU30,MTF59B,479779
J937FU,OT41NC,444174244
HC9V9L,JKSU30,262302214
YQLOTT,MTF59B,914197274
JKSU30,EY120B,387942327
YQLOTT,MTF59B,329781875
YBWAB8,EY120B,974095995
MTF59B,MYQOQW,973984913
YQLOTT,MYQOQW,544955829
J937FU,OT41NC,527526064
OT41NC,HC9V9L,165185556
YBWAB8,YBWAB8,841876375
MYQOQW,YBWAB8,254571484
EY120B,OSZMED,620491899
EY120B,MYQOQW,887314830
J937FU,MYQOQW,123772089
JKSU30,YBWAB8,520737442
MTF59B,HC9V9L,23165736
MYQOQW,YQLOTT,556420264
MYQOQW,YBWAB8,702433406
OT41NC,JKSU30,617093207
YQLOTT,MTF59B,432015131
OSZMED,MYQOQW,870203534
YQLOTT,YBWAB8,139427431
YQLOTT,J937FU,419725966
OSZMED,MTF59B,223181501
YQLOTT,OSZMED,745672655
J937FU,YQLOTT,814680391
MYQOQW,OSZMED,855996410
JKSU30,YBWAB8,711274982
OT41NC,OSZMED,332139685
HC9V9L,EY120B,16401788
YBWAB8,YQLOTT,591882441
MTF59B,OT41NC,405490676
MTF59B,YQLOTT,603911582
OT41NC,EY120B,115923028
OT41NC,YBWAB8,58753984
J937FU,OSZMED,112097052
J937FU,OSZMED,734784683
MYQOQW,OT41NC,402284150
OSZMED,OSZMED,559982155
OSZMED,MYQOQW,524975276
EY120B,JKSU30,372706338
OT41NC,EY120B,194221844
YQLOTT,J937FU,918292869
OT41NC,HC9V9L,168302513
JKSU30,J937FU,414055338
YQLOTT,YBWAB8,925190884
JKSU30,JKSU30,807267128
YQLOTT,YBWAB8,552814937
MYQOQW,YQLOTT,359949441
YQLOTT,HC9V9L,119050235
JKSU30,YBWAB8,438919355
EY120B,YBWAB8,745261494
MYQOQW,MYQOQW,598625162
MTF59B,J937FU,703239069
YQLOTT,HC9V9L,882255322
MYQOQW,MYQOQW,750594016
OSZMED,JKSU30,187572810
OT41NC,HC9V9L,969857428
YQLOTT,MYQOQW,707470114
JKSU30,EY120B,952337419
JKSU30,HC9V9L,704954358
JKSU30,J937FU,949382887
YBWAB8,JKSU30,3607518
OT41NC,MTF59B,340705227
MYQOQW,YBWAB8,589646330
YQLOTT,J937FU,561315289
JKSU30,JKSU30,949068514
YBWAB8,OSZMED,249337714
HC9V9L,MTF59B,388139898
MTF59B,J937FU,642015863
YQLOTT,EY120B,836371109
JKSU30,EY120B,154971178
J937FU,J937FU,646682711
OT41NC,MTF59B,151465259
MYQOQW,YBWAB8,564893676
YBWAB8,MYQOQW,290430524
J937FU,J937FU,964245499
JKSU30,J937FU,202434374
YBWAB8,MTF59B,870482626
YBWAB8,J937FU,857117544
MYQOQW,MYQOQW,828945547
MTF59B,MTF59B,805412350
MYQOQW,YQLOTT,137751101
YBWAB8,OSZMED,556848457
EY120B,OT41NC,250409084
EY120B,OT41NC,114121106
MTF59B,J937FU,962056716
J937FU,MTF59B,845283105
HC9V9L,J937FU,751134224
JKSU30,YBWAB8,183737474
OSZMED,MTF59B,734677581
MTF59B,JKSU30,319673616
YQLOTT,YBWAB8,85390563
MYQOQW,OT41NC,513283904
YBWAB8,YQLOTT,942406867
JKSU30,OSZMED,341323881
MTF59B,EY120B,193875661
YBWAB8,MYQOQW,566094523
OT41NC,HC9V9L,317759441
YBWAB8,HC9V9L,468933440
MTF59B,HC9V9L,927387087
YBWAB8,MYQOQW,530786492
MYQOQW,MTF59B,525358002
MYQOQW,EY120B,583645996
EY120B,MYQOQW,500558589
OT41NC,HC9V9L,404560164
OT41NC,YBWAB8,320822659
J937FU,EY120B,732503812
OSZMED,OSZMED,472190083
J937FU,EY120B,702415277
JKSU30,OT41NC,898765019
YQLOTT,JKSU30,718193688
MYQOQW,J937FU,216707908
YQLOTT,OT41NC,683010264
OT41NC,OT41NC,997890474
MTF59B,MYQOQW,508136021
